,0,1,2,3
246,0.845524,-0.000955,-0.177718,0.0
247,0.853935,0.030795,-0.188341,0.0
248,0.0,-0.0,-0.0,0.0
249,0.862981,-0.032921,-0.206697,0.0
250,0.844157,-0.000953,-0.210472,0.0
251,0.855939,0.031017,-0.222782,0.0
252,0.0,-0.0,-0.0,0.0
253,0.810298,-0.031337,-0.226714,0.0
254,0.805727,-0.000769,-0.233933,0.0
255,0.0,0.0,-0.0,0.0
256,0.84446,-0.066998,0.252696,0.0
257,0.846107,-0.034963,0.242984,0.0
258,0.853012,-0.003368,0.235762,0.0
259,0.850813,0.028726,0.226831,0.0
260,0.810082,-0.063986,0.208793,0.0
261,0.863418,-0.035829,0.212898,0.0
262,0.866192,-0.003874,0.204442,0.0
263,0.859826,0.028129,0.194505,0.0
264,0.867002,-0.068482,0.18899,0.0
265,0.867842,-0.036316,0.179721,0.0
266,0.874172,-0.004215,0.1723,0.0
267,0.862524,0.027464,0.161811,0.0
268,0.85379,-0.067288,0.153018,0.0
269,0.8512,-0.035769,0.143791,0.0
270,0.876958,-0.004534,0.139526,0.0
271,0.889655,0.027861,0.133184,0.0
272,0.870652,-0.068617,0.123208,0.0
273,0.873711,-0.03702,0.114819,0.0
274,0.863593,-0.004917,0.105273,0.0
275,0.886984,0.027158,0.099852,0.0
276,0.0,-0.0,0.0,0.0
277,0.874322,-0.037199,0.082568,0.0
278,0.873832,-0.005128,0.074301,0.0
279,0.8731,0.026428,0.066139,0.0
280,0.859362,-0.068029,0.058013,0.0
281,0.878735,-0.037387,0.050867,0.0
282,0.889934,-0.005533,0.043214,0.0
283,0.883928,0.026447,0.034591,0.0
284,0.860887,-0.068301,0.026536,0.0
285,0.883987,-0.037919,0.018843,0.0
286,0.874918,-0.005745,0.010537,0.0
287,0.867608,0.025958,0.002424,0.0
288,0.863261,-0.068641,-0.004988,0.0
289,0.88508,-0.038121,-0.013298,0.0
290,0.874719,-0.005897,-0.021378,0.0
291,0.878118,0.025966,-0.029603,0.0
292,0.866465,-0.0692,-0.036735,0.0
293,0.849079,-0.036719,-0.043796,0.0
294,0.871369,-0.006026,-0.052991,0.0
295,0.882437,0.026094,-0.062043,0.0
296,0.880441,-0.070471,-0.069669,0.0
297,0.875772,-0.038026,-0.077309,0.0
298,0.880799,-0.006245,-0.0859,0.0
299,0.86866,0.025535,-0.093026,0.0
300,0.865428,-0.069422,-0.100455,0.0
301,0.883264,-0.038661,-0.110592,0.0
302,0.86816,-0.006307,-0.116766,0.0
303,0.869611,0.025715,-0.125523,0.0
304,0.839465,-0.067781,-0.128874,0.0
305,0.855935,-0.037614,-0.139225,0.0
306,0.8564,-0.006222,-0.147314,0.0
307,0.0,0.0,-0.0,0.0
308,0.85764,-0.06955,-0.164296,0.0
309,0.839482,-0.037038,-0.168366,0.0
310,0.842567,-0.006121,-0.177101,0.0
311,0.855084,0.025584,-0.188556,0.0
312,0.854832,-0.069923,-0.196909,0.0
313,0.865678,-0.038345,-0.207395,0.0
314,0.846076,-0.006147,-0.210956,0.0
315,0.847407,0.025502,-0.220517,0.0
316,0.0,-0.0,-0.0,0.0
317,0.831257,-0.037257,-0.232637,0.0
318,0.816271,-0.005788,-0.237,0.0
319,0.753208,0.023325,-0.226942,0.0
320,0.829711,-0.070954,0.248409,0.0
321,0.839156,-0.039835,0.241054,0.0
322,0.855867,-0.008631,0.236561,0.0
323,0.846144,0.023372,0.225544,0.0
324,0.819324,-0.069777,0.211281,0.0
325,0.863182,-0.041127,0.212898,0.0
326,0.864206,-0.009168,0.203983,0.0
327,0.857057,0.022775,0.193843,0.0
328,0.84125,-0.071645,0.183469,0.0
329,0.870538,-0.041782,0.180329,0.0
330,0.876091,-0.0096,0.172687,0.0
331,0.854816,0.021969,0.160336,0.0
332,0.853361,-0.072526,0.153018,0.0
333,0.858843,-0.041371,0.145122,0.0
334,0.872964,-0.009871,0.138898,0.0
335,0.878934,0.022128,0.131556,0.0
336,0.881068,-0.074881,0.124745,0.0
337,0.874457,-0.042429,0.114949,0.0
338,0.869502,-0.010287,0.105999,0.0
339,0.876207,0.021447,0.098622,0.0
340,0.857281,-0.072859,0.089366,0.0
341,0.864134,-0.042079,0.081629,0.0
342,0.875777,-0.010514,0.07447,0.0
343,0.870255,0.020998,0.065912,0.0
344,0.857934,-0.073216,0.057946,0.0
345,0.876495,-0.042681,0.050752,0.0
346,0.885889,-0.010945,0.04302,0.0
347,0.893064,0.021236,0.034942,0.0
348,0.866427,-0.074093,0.02672,0.0
349,0.88873,-0.043588,0.018949,0.0
350,0.885864,-0.011253,0.01067,0.0
351,0.856755,0.020373,0.002393,0.0
352,0.867805,-0.074364,-0.005017,0.0
353,0.887825,-0.043699,-0.013343,0.0
354,0.881664,-0.011354,-0.021549,0.0
355,0.87826,0.020578,-0.029603,0.0
356,0.863038,-0.074259,-0.036609,0.0
357,0.852827,-0.042125,-0.044002,0.0
358,0.86433,-0.011282,-0.052566,0.0
359,0.883578,0.020702,-0.062113,0.0
360,0.884958,-0.0763,-0.070062,0.0
361,0.871543,-0.043202,-0.076958,0.0
362,0.873778,-0.011558,-0.08522,0.0
363,0.864824,0.020112,-0.092601,0.0
364,0.868944,-0.075073,-0.100915,0.0
365,0.884001,-0.044129,-0.110716,0.0
366,0.869096,-0.011647,-0.116899,0.0
367,0.878658,0.020587,-0.126808,0.0
368,0.855774,-0.074386,-0.131446,0.0
369,0.851745,-0.042668,-0.138584,0.0
370,0.850433,-0.011397,-0.146297,0.0
371,0.872439,0.020441,-0.15875,0.0
372,0.849368,-0.074128,-0.162796,0.0
373,0.841198,-0.042287,-0.168759,0.0
374,0.849363,-0.011383,-0.17854,0.0
375,0.850343,0.02022,-0.18748,0.0
376,0.847591,-0.074569,-0.195343,0.0
377,0.866398,-0.043705,-0.207628,0.0
378,0.854754,-0.011455,-0.213133,0.0
379,0.853352,0.020441,-0.222027,0.0
380,0.837679,-0.074287,-0.226753,0.0
381,0.0,-0.0,-0.0,0.0
382,0.0,-0.0,-0.0,0.0
383,0.763866,0.018964,-0.230114,0.0
384,0.855979,-0.078493,0.256413,0.0
385,0.838895,-0.044983,0.241054,0.0
386,0.858689,-0.01393,0.23736,0.0
387,0.84917,0.018242,0.226316,0.0
388,0.825633,-0.07542,0.213023,0.0
389,0.855157,-0.046005,0.210984,0.0
390,0.867052,-0.01452,0.204672,0.0
391,0.862057,0.017615,0.194946,0.0
392,0.832037,-0.076005,0.181558,0.0
393,0.879065,-0.047599,0.182152,0.0
394,0.874054,-0.014942,0.1723,0.0
395,0.851004,0.016647,0.159599,0.0
396,0.857802,-0.078208,0.153897,0.0
397,0.856604,-0.046533,0.144789,0.0
398,0.875849,-0.015278,0.139369,0.0
399,0.877075,0.016697,0.13126,0.0
400,0.866786,-0.079027,0.122789,0.0
401,0.876161,-0.047902,0.115209,0.0
402,0.86843,-0.015604,0.105878,0.0
403,0.878309,0.016107,0.098845,0.0
404,0.843941,-0.076944,0.088023,0.0
405,0.867836,-0.047598,0.082005,0.0
406,0.868722,-0.015761,0.073877,0.0
407,0.867377,0.015604,0.065686,0.0
408,0.866411,-0.079297,0.05855,0.0
409,0.877214,-0.048113,0.05081,0.0
410,0.880811,-0.016288,0.042778,0.0
411,0.887183,0.01565,0.034708,0.0
412,0.859984,-0.078861,0.026536,0.0
413,0.87447,-0.048269,0.018651,0.0
414,0.884779,-0.01667,0.010658,0.0
415,0.853864,0.015063,0.002385,0.0
416,0.875299,-0.080419,-0.005063,0.0
417,0.883547,-0.048924,-0.013283,0.0
418,0.882577,-0.016783,-0.021574,0.0
419,0.887364,0.015344,-0.029906,0.0
420,0.856597,-0.079002,-0.036355,0.0
421,0.86751,-0.048188,-0.044774,0.0
422,0.872228,-0.016738,-0.053052,0.0
423,0.878701,0.015194,-0.061762,0.0
424,0.871568,-0.080537,-0.06904,0.0
425,0.868278,-0.048383,-0.076694,0.0
426,0.877671,-0.016996,-0.085608,0.0
427,0.889786,0.01523,-0.095262,0.0
428,0.868467,-0.080403,-0.100915,0.0
429,0.884705,-0.049608,-0.11084,0.0
430,0.869008,-0.01698,-0.116899,0.0
431,0.878768,0.015195,-0.126808,0.0
432,0.854318,-0.079544,-0.131294,0.0
433,0.848511,-0.047727,-0.138103,0.0
434,0.849362,-0.016596,-0.146128,0.0
435,0.861727,0.0149,-0.156781,0.0
436,0.0,-0.0,-0.0,0.0
437,0.845817,-0.047724,-0.169741,0.0
438,0.840471,-0.016422,-0.176689,0.0
439,0.846546,0.014934,-0.186619,0.0
440,0.858761,-0.080865,-0.198028,0.0
441,0.862229,-0.048801,-0.206697,0.0
442,0.852727,-0.016662,-0.212649,0.0
443,0.84572,0.015067,-0.220013,0.0
444,0.842013,-0.079881,-0.228054,0.0
445,0.0,-0.0,-0.0,0.0
446,0.837262,-0.016213,-0.243134,0.0
447,0.771627,0.01442,-0.232421,0.0
448,0.8345,-0.08169,0.250124,0.0
449,0.834766,-0.0499,0.23995,0.0
450,0.858588,-0.019198,0.23736,0.0
451,0.846367,0.012986,0.225544,0.0
452,0.816478,-0.079638,0.210784,0.0
453,0.861643,-0.051658,0.212659,0.0
454,0.864028,-0.019773,0.203983,0.0
455,0.860198,0.012298,0.194505,0.0
456,0.817939,-0.079781,0.178585,0.0
457,0.871914,-0.052579,0.180734,0.0
458,0.880812,-0.020464,0.173654,0.0
459,0.863866,0.011596,0.161995,0.0
460,0.857306,-0.08347,0.153897,0.0
461,0.850397,-0.051431,0.143791,0.0
462,0.864879,-0.020396,0.137641,0.0
463,0.874195,0.011277,0.130816,0.0
464,0.862343,-0.08396,0.12223,0.0
465,0.877829,-0.053397,0.11547,0.0
466,0.871295,-0.021004,0.106241,0.0
467,0.879385,0.01073,0.098957,0.0
468,0.852362,-0.082988,0.088953,0.0
469,0.86554,-0.052801,0.081817,0.0
470,0.875582,-0.02126,0.07447,0.0
471,0.877427,0.0104,0.066441,0.0
472,0.860943,-0.084127,0.058214,0.0
473,0.869926,-0.053069,0.050406,0.0
474,0.880695,-0.021692,0.042778,0.0
475,0.887263,0.010206,0.034708,0.0
476,0.874406,-0.085597,0.026997,0.0
477,0.87316,-0.053572,0.01863,0.0
478,0.888658,-0.022198,0.010706,0.0
479,0.85294,0.009812,0.002382,0.0
480,0.871803,-0.085495,-0.005045,0.0
481,0.877242,-0.053976,-0.013193,0.0
482,0.885455,-0.022273,-0.021647,0.0
483,0.882444,0.009843,-0.029738,0.0
484,0.860073,-0.084648,-0.036524,0.0
485,0.870188,-0.053695,-0.044928,0.0
486,0.854148,-0.021635,-0.051959,0.0
487,0.880773,0.009824,-0.061902,0.0
488,0.87205,-0.085981,-0.069118,0.0
489,0.877907,-0.054325,-0.077573,0.0
490,0.884515,-0.022558,-0.086288,0.0
491,0.0,0.0,-0.0,0.0
492,0.861038,-0.085047,-0.10011,0.0
493,0.891316,-0.055467,-0.111709,0.0
494,0.87186,-0.022388,-0.117299,0.0
495,0.873896,0.009748,-0.126094,0.0
496,0.844961,-0.083905,-0.129933,0.0
497,0.851158,-0.053117,-0.138584,0.0
498,0.8522,-0.021883,-0.146636,0.0
499,0.849997,0.009481,-0.154633,0.0
500,0.865011,-0.086201,-0.165984,0.0
501,0.847466,-0.053035,-0.170134,0.0
502,0.848181,-0.02178,-0.178335,0.0
503,0.848574,0.009761,-0.187049,0.0
504,0.0,-0.0,-0.0,0.0
505,0.851237,-0.05342,-0.204136,0.0
506,0.858429,-0.022043,-0.214101,0.0
507,0.8487,0.009911,-0.220769,0.0
508,0.0,-0.0,-0.0,0.0
509,0.0,-0.0,-0.0,0.0
510,0.0,-0.0,-0.0,0.0
511,0.0,0.0,-0.0,0.0
512,0.823498,-0.085718,0.246979,0.0
513,0.839239,-0.055338,0.24133,0.0
514,0.856527,-0.024411,0.236827,0.0
515,0.834836,0.007686,0.222454,0.0
516,0.78322,-0.081249,0.202322,0.0
517,0.853559,-0.056431,0.210745,0.0
518,0.866809,-0.025158,0.204672,0.0
519,0.866109,0.007067,0.195828,0.0
520,0.0,-0.0,0.0,0.0
521,0.867667,-0.057668,0.179923,0.0
522,0.88067,-0.025868,0.173654,0.0
523,0.858024,0.006252,0.160889,0.0
524,0.857757,-0.08883,0.154073,0.0
525,0.852033,-0.056779,0.144124,0.0
526,0.871647,-0.025908,0.13874,0.0
527,0.889082,0.006013,0.133036,0.0
528,0.863782,-0.089454,0.12251,0.0
529,0.878475,-0.058849,0.1156,0.0
530,0.868174,-0.02626,0.105878,0.0
531,0.873472,0.005298,0.098286,0.0
532,0.856784,-0.088729,0.089469,0.0
533,0.863213,-0.057978,0.081629,0.0
534,0.875435,-0.026632,0.07447,0.0
535,0.873485,0.004993,0.066139,0.0
536,0.861403,-0.089511,0.058282,0.0
537,0.872573,-0.058606,0.050579,0.0
538,0.878549,-0.027034,0.042681,0.0
539,0.880314,0.004725,0.034434,0.0
540,0.870882,-0.09065,0.026905,0.0
541,0.88279,-0.059602,0.018843,0.0
542,0.890504,-0.027713,0.01073,0.0
543,0.865984,0.004648,0.002418,0.0
544,0.865295,-0.090221,-0.005011,0.0
545,0.880885,-0.059628,-0.013253,0.0
546,0.8883,-0.0278,-0.02172,0.0
547,0.87849,0.004408,-0.029603,0.0
548,0.856556,-0.089612,-0.036397,0.0
549,0.869842,-0.059033,-0.044928,0.0
550,0.84502,-0.026593,-0.051413,0.0
551,0.872836,0.00438,-0.061342,0.0
552,0.856634,-0.089771,-0.067939,0.0
553,0.876563,-0.059643,-0.077485,0.0
554,0.886349,-0.028048,-0.086482,0.0
555,0.879962,0.004262,-0.094197,0.0
556,0.856548,-0.089913,-0.099651,0.0
557,0.890959,-0.060935,-0.111709,0.0
558,0.870716,-0.027706,-0.117166,0.0
559,0.87295,0.00438,-0.125951,0.0
560,0.846396,-0.089296,-0.130236,0.0
561,0.856724,-0.058744,-0.139546,0.0
562,0.850079,-0.027049,-0.146297,0.0
563,0.840201,0.004216,-0.152844,0.0
564,0.853721,-0.09037,-0.163921,0.0
565,0.853972,-0.058705,-0.171509,0.0
566,0.850966,-0.027077,-0.178952,0.0
567,0.855454,0.004591,-0.188556,0.0
568,0.856735,-0.091294,-0.197804,0.0
569,0.862536,-0.059445,-0.206929,0.0
570,0.858277,-0.02731,-0.214101,0.0
571,0.84681,0.004693,-0.220265,0.0
572,0.85057,-0.091238,-0.230658,0.0
573,0.822406,-0.057112,-0.230483,0.0
574,0.842759,-0.026669,-0.244807,0.0
575,0.0,0.0,-0.0,0.0
576,0.78962,-0.087092,0.236974,0.0
577,0.831214,-0.059933,0.239123,0.0
578,0.850581,-0.029466,0.235229,0.0
579,0.842598,0.002587,0.224514,0.0
580,0.0,-0.0,0.0,0.0
581,0.848355,-0.061318,0.209549,0.0
582,0.861775,-0.030306,0.203523,0.0
583,0.86321,0.001747,0.195167,0.0
584,0.0,-0.0,0.0,0.0
585,0.0,-0.0,0.0,0.0
586,0.885397,-0.031446,0.174621,0.0
587,0.866892,0.000998,0.162548,0.0
588,0.851325,-0.093447,0.153018,0.0
589,0.858553,-0.062507,0.145289,0.0
590,0.864563,-0.031008,0.137641,0.0
591,0.873278,0.000548,0.130668,0.0
592,0.856326,-0.093996,0.121532,0.0
593,0.876119,-0.064093,0.11534,0.0
594,0.87494,-0.031839,0.106725,0.0
595,0.867525,-6.2e-05,0.097615,0.0
596,0.852268,-0.09355,0.089056,0.0
597,0.864827,-0.063419,0.081817,0.0
598,0.872268,-0.031894,0.074216,0.0
599,0.869511,-0.000365,0.065837,0.0
600,0.855879,-0.094249,0.057946,0.0
601,0.868214,-0.063667,0.050348,0.0
602,0.877368,-0.032387,0.042632,0.0
603,0.893317,-0.000687,0.034942,0.0
604,0.878257,-0.096868,0.02715,0.0
605,0.883404,-0.065091,0.018864,0.0
606,0.890317,-0.033176,0.01073,0.0
607,0.854996,-0.000658,0.002388,0.0
608,0.87864,-0.097066,-0.005091,0.0
609,0.867539,-0.064074,-0.013058,0.0
610,0.888112,-0.03325,-0.02172,0.0
611,0.8805,-0.000984,-0.029671,0.0
612,0.857977,-0.095086,-0.036482,0.0
613,0.869464,-0.064369,-0.044928,0.0
614,0.858805,-0.032302,-0.052263,0.0
615,0.873844,-0.000977,-0.061412,0.0
616,0.86003,-0.095466,-0.068254,0.0
617,0.884128,-0.06561,-0.078188,0.0
618,0.884171,-0.033411,-0.086288,0.0
619,0.891904,-0.001153,-0.095475,0.0
620,0.864866,-0.096155,-0.100685,0.0
621,0.883642,-0.065884,-0.11084,0.0
622,0.876471,-0.033273,-0.117965,0.0
623,0.87395,-0.000977,-0.126094,0.0
624,0.0,-0.0,-0.0,0.0
625,0.857332,-0.064073,-0.139707,0.0
626,0.0,-0.0,-0.0,0.0
627,0.871694,-0.000975,-0.158571,0.0
628,0.857055,-0.096044,-0.164671,0.0
629,0.857506,-0.064236,-0.172295,0.0
630,0.848828,-0.032224,-0.17854,0.0
631,0.845701,-0.00065,-0.186404,0.0
632,0.0,-0.0,-0.0,0.0
633,0.856336,-0.064299,-0.205533,0.0
